DEPARTAMENTO_CIRC;SECCIONAL - CIRCUNSCRICAO;MUNICIPIO - CIRCUNSCRICAO;DP - CIRCUNSCRICAO ;HD;Nº DE VÍT HD;ID_DELEGACIA;mês;ANO ESTATISTICA;DATAHORA_REGISTRO_BO;NUM_BO;ANO_BO;CIDADE;DP_ELABORACAO;SEC_ELABORACAO;DEP_ELABORACAO;DATA_FATO;HORA_FATO;DESC_TIPOLOCAL;LOGRADOURO;NUMERO_LOGRADOURO;LATITUDE;LONGITUDE;TIPO_PESSOA;SEXO_PESSOA;IDADE_PESSOA;DATA_NASCIMENTO_PESSOA;COR_PELE;PROFISSAO;NATUREZA_APURADA
DECAP;6ª SEC;São Paulo;101 DP - Jardim das Imbuias;1;1;200100;9;2019;21/09/2019;497;2019;S.PAULO;DHPP DIV. HOMICIDIOS;DHPP - DEP. HOM. PROTECAO PESSOA;DHPP;21/09/2019;05:03:00;Via pública;RUA GABRIELA DE ANDRADA;11;-23,73264239;-46,69336885;Vítima;Masculino;21;07/10/1997;Branca;NULL;HOMICÍDIO DOLOSO
DECAP;7ª SEC;São Paulo;024 DP - Ponte Rasa;1;1;20224;9;2019;08/09/2019;6353;2019;S.PAULO;24º D.P. PONTE RASA;DEL.SEC.7º ITAQUERA;DECAP;08/09/2019;00:31:00;Via pública;RUA CRISOSTOMO ALVARES;180;-23,50202619;-46,52396685;Vítima;Masculino;35;29/05/1984;Branca;AJUDANTE DE MOTORISTA;HOMICÍDIO DOLOSO
DECAP;7ª SEC;São Paulo;050 DP - Itaim Paulista;1;1;20250;9;2019;19/09/2019;8898;2019;S.PAULO;50º D.P. ITAIM PAULISTA;DEL.SEC.7º ITAQUERA;DECAP;18/09/2019;20:15:00;Via pública;AVENIDA MARECHAL TITO;6392;-23,48843244;-46,38496751;Vítima;Masculino;44;28/05/1975;Parda;VENDEDOR(A);HOMICÍDIO DOLOSO
DECAP;7ª SEC;São Paulo;063 DP - Vila Jacuí;1;1;10326;9;2019;24/09/2019;6702;2019;S.PAULO;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;DECAP;11/09/2019;13:00:00;Via pública;AVENIDA SAO MIGUEL;8201;-23,50366123;-46,47038517;Vítima;Masculino;31;26/02/1988;Preta;NULL;HOMICÍDIO DOLOSO
DECAP;8ª SEC;São Paulo;049 DP - São Mateus;1;1;10353;9;2019;14/09/2019;5567;2019;S.PAULO;53º D.P. PARQUE DO CARMO;DEL.SEC.8º SAO MATEUS;DECAP;14/09/2019;00:05:00;Area não ocupada;ESTRADA DA FAZENDA DO CARMO;840;-23,59574727;-46,45856547;Vítima;Masculino;26;13/02/1993;Branca;ESTOQUISTA;HOMICÍDIO DOLOSO
DECAP;8ª SEC;São Paulo;054 DP - Cidade Tiradentes;1;1;10354;9;2019;13/09/2019;4621;2019;S.PAULO;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;DECAP;13/09/2019;06:46:00;Via pública;AVENIDA DOS METALURGICOS;1365;-23,59178031;-46,40727003;Vítima;Masculino;37;18/03/1982;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;8ª SEC;São Paulo;054 DP - Cidade Tiradentes;1;1;20249;9;2019;04/09/2019;7188;2019;S.PAULO;49º D.P. SAO MATEUS;DEL.SEC.8º SAO MATEUS;DECAP;04/09/2019;01:12:00;Via pública;AVENIDA SAPOPEMBA;25000;-23,61932923;-46,42341254;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;8ª SEC;São Paulo;054 DP - Cidade Tiradentes;1;1;20249;9;2019;05/09/2019;7210;2019;S.PAULO;49º D.P. SAO MATEUS;DEL.SEC.8º SAO MATEUS;DECAP;05/09/2019;01:00:00;Via pública;RUA ATALAIA;300;-23,58691238;-46,39068431;Vítima;Masculino;23;17/07/1996;Parda;DESEMPREGADO;HOMICÍDIO DOLOSO
DECAP;8ª SEC;São Paulo;055 DP - Parque São Rafael;1;1;20249;9;2019;19/09/2019;7578;2019;S.PAULO;49º D.P. SAO MATEUS;DEL.SEC.8º SAO MATEUS;DECAP;18/09/2019;22:16:00;Via pública;RUA A;44;-23,63600036;-46,4629095;Vítima;Masculino;37;26/10/1981;Branca;NAO INFORMADA;HOMICÍDIO DOLOSO
DECAP;8ª SEC;São Paulo;069 DP - Teotônio Vilela;1;1;10362;9;2019;14/09/2019;7064;2019;S.PAULO;69º D.P. TEOTONIO VILELA;DEL.SEC.8º SAO MATEUS;DECAP;14/09/2019;04:06:00;Via pública;RUA CAPETINGA;24;-23,59727155;-46,50024938;Vítima;Masculino;19;09/06/2000;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;8ª SEC;São Paulo;070 DP - Vila Ema;1;1;10362;9;2019;28/09/2019;7429;2019;S.PAULO;69º D.P. TEOTONIO VILELA;DEL.SEC.8º SAO MATEUS;DECAP;28/09/2019;A TARDE;Via pública;RUA GLAUBER ROCHA;510;-23,61025076;-46,5194454;Vítima;Masculino;58;10/01/1961;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Cruzeiro;Cruzeiro;003 DP - Cruzeiro;1;1;130114;9;2019;09/09/2019;290;2019;CRUZEIRO;DEL.INV.GER. CRUZEIRO;DEL.SEC.CRUZEIRO;DEINTER 1 - SAO JOSE DOS CAMPOS;09/09/2019;DE MADRUGADA;Via pública;RUA JANDER WILER CARNEIRO;99999;-22,57893753;-44,98959966;Vítima;Masculino;18;31/03/2001;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Guaratinguetá;Cachoeira Paulista;DM - Cachoeira Pta.;1;1;130210;9;2019;10/09/2019;1057;2019;CACHOEIRA PAULISTA;DEL.POL.CACHOEIRA PAULISTA;DEL.SEC.GUARATINGUETA;DEINTER 1 - SAO JOSE DOS CAMPOS;10/09/2019;07:29:00;Via pública;AVENIDA DOS PURIS;0;-22,66870451;-45,01922522;Vítima;Masculino;19;12/01/2000;Branca;ESTUDANTE;HOMICÍDIO DOLOSO
DEINTER 1;SEC Guaratinguetá;Cachoeira Paulista;DM - Cachoeira Pta.;1;1;130204;9;2019;07/09/2019;1652;2019;CACHOEIRA PAULISTA;DEL.POL.LORENA;DEL.SEC.GUARATINGUETA;DEINTER 1 - SAO JOSE DOS CAMPOS;07/09/2019;05:00:00;Via pública;AVENIDA PIQUETE;25;-22,67000129;-45,02342205;Vítima;Masculino;24;24/05/1995;Preta;PEDREIRO;HOMICÍDIO DOLOSO
DEINTER 1;SEC Guaratinguetá;Guaratinguetá;001 DP - Guaratinguetá;1;1;130215;9;2019;25/09/2019;226;2019;GUARATINGUETA;DEL.INV.GER. GUARATINGUETA;DEL.SEC.GUARATINGUETA;DEINTER 1 - SAO JOSE DOS CAMPOS;25/09/2019;09:30:00;Via pública;RUA RANGEL PESTANA;830;-22,8259571;-45,18983306;Vítima;Masculino;22;19/12/1996;Branca;PEDREIRO;HOMICÍDIO DOLOSO
DEINTER 1;SEC Jacareí;Jacareí;001 DP - Jacareí;1;1;130515;9;2019;27/09/2019;2491;2019;JACAREI;DEL.SEC.JACAREI PLANTÃO;DEL.SEC.JACAREI;DEINTER 1 - SAO JOSE DOS CAMPOS;27/09/2019;21:43:00;Via pública;RUA DOS LÍRIOS;40;-23,31297832;-45,95525274;Vítima;Masculino;31;18/11/1987;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Jacareí;Jacareí;001 DP - Jacareí;1;1;130515;9;2019;30/09/2019;2520;2019;JACAREI;DEL.SEC.JACAREI PLANTÃO;DEL.SEC.JACAREI;DEINTER 1 - SAO JOSE DOS CAMPOS;29/09/2019;23:50:00;Via pública;RUA DOUTOR JOSÉ LUÍS CEBRANELI;248;-23,29378157;-45,93894299;Vítima;Masculino;31;21/01/1988;Parda;NAO INFORMADA;HOMICÍDIO DOLOSO
DEINTER 1;SEC Jacareí;Jacareí;003 DP - Jacareí;1;1;130515;9;2019;24/09/2019;2455;2019;JACAREI;DEL.SEC.JACAREI PLANTÃO;DEL.SEC.JACAREI;DEINTER 1 - SAO JOSE DOS CAMPOS;23/09/2019;23:00:00;Via pública;RUA ORVAL SALVADOR;788;-23,28781381;-45,95893974;Vítima;Masculino;23;09/11/1995;Parda;DESEMPREGADO;HOMICÍDIO DOLOSO
DEINTER 1;SEC São José Campos;São José dos Campos;007 DP - São Jose dos Campos;1;1;130001;9;2019;02/10/2019;569;2019;S.JOSE DOS CAMPOS;DEL.INV.GER. S.JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;28/09/2019;DE MADRUGADA;Via pública;RUA AUSTRIA;140;-23,21399794;-45,88704581;Vítima;Masculino;38;18/10/1980;Branca;POLICIAL MILITAR;HOMICÍDIO DOLOSO
DEINTER 1;SEC São Sebastião;Caraguatatuba;DM - Caraguatatuba;1;1;40301;9;2019;21/09/2019;3940;2019;CARAGUATATUBA;DEL.POL.CARAGUATATUBA;DEL.SEC.S.SEBASTIAO;DEINTER 1 - SAO JOSE DOS CAMPOS;21/09/2019;00:15:00;Via pública;RUA BENEDITO ZACARIAS NEPOMUCENO;1;-23,62237495;-45,41919978;Vítima;Masculino;33;13/01/1986;Parda;NAO INFORMADA;HOMICÍDIO DOLOSO
DEINTER 1;SEC São Sebastião;São Sebastião;004 DP - São Sebastião;1;1;40306;9;2019;08/09/2019;1937;2019;S.SEBASTIAO;02º D.P. S. SEBASTIAO;DEL.SEC.S.SEBASTIAO;DEINTER 1 - SAO JOSE DOS CAMPOS;03/09/2019;A TARDE;Via pública;RUA JOSE FARIAS;1;-23,75324731;-45,75737134;Vítima;Masculino;26;14/10/1992;Branca;NAO INFORMADA;HOMICÍDIO DOLOSO
DEINTER 1;SEC São Sebastião;São Sebastião;004 DP - São Sebastião;;1;40306;9;2019;08/09/2019;1937;2019;S.SEBASTIAO;02º D.P. S. SEBASTIAO;DEL.SEC.S.SEBASTIAO;DEINTER 1 - SAO JOSE DOS CAMPOS;03/09/2019;A TARDE;Via pública;RUA JOSE FARIAS;1;-23,75324731;-45,75737134;Vítima;Masculino;45;22/10/1973;Branca;AJUDANTE DE ELETRICISTA;HOMICÍDIO DOLOSO
DEINTER 1;SEC São Sebastião;Ubatuba;DM - Ubatuba;1;1;40304;9;2019;02/09/2019;3653;2019;UBATUBA;DEL.POL.UBATUBA;DEL.SEC.S.SEBASTIAO;DEINTER 1 - SAO JOSE DOS CAMPOS;02/09/2019;18:10:00;Via pública;RUA IVO JÚLIO DA SILVA;326;-23,44178838;-45,10068092;Vítima;Masculino;25;01/05/1994;Branca;CASEIRO(A);HOMICÍDIO DOLOSO
DEINTER 1;SEC São Sebastião;Ubatuba;DM - Ubatuba;1;1;40304;9;2019;16/09/2019;3813;2019;UBATUBA;DEL.POL.UBATUBA;DEL.SEC.S.SEBASTIAO;DEINTER 1 - SAO JOSE DOS CAMPOS;16/09/2019;07:00:00;Hospedagem;AVENIDA SÃO PAULO;308;-23,42732563;-45,06782102;Vítima;Masculino;41;14/12/1977;Parda;DECORADOR(A);HOMICÍDIO DOLOSO
DEINTER 1;SEC São Sebastião;Ubatuba;DM - Ubatuba;1;1;40304;9;2019;29/09/2019;3984;2019;UBATUBA;DEL.POL.UBATUBA;DEL.SEC.S.SEBASTIAO;DEINTER 1 - SAO JOSE DOS CAMPOS;29/09/2019;DE MADRUGADA;Lazer e recreação;RODOVIA MANOEL HIPOLITO;0;-23,53550583;-45,23300339;Vítima;Masculino;26;13/05/1993;Branca;VENDEDOR(A);HOMICÍDIO DOLOSO
DEINTER 1;SEC Taubaté;Taubaté;003 DP - Taubaté;1;1;130516;9;2019;15/09/2019;3982;2019;TAUBATE;DEL.SEC.TAUBATE PLANTÃO;DEL.SEC.TAUBATÉ;DEINTER 1 - SAO JOSE DOS CAMPOS;15/09/2019;10:43:00;Via pública;AVENIDA SÃO PEDRO;528;-23,03401615;-45,53974677;Vítima;Masculino;29;11/02/1990;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Taubaté;Taubaté;003 DP - Taubaté;1;1;130516;9;2019;27/09/2019;4153;2019;TAUBATE;DEL.SEC.TAUBATE PLANTÃO;DEL.SEC.TAUBATÉ;DEINTER 1 - SAO JOSE DOS CAMPOS;27/09/2019;19:50:00;Via pública;RUA ANTONIO AGOSTINHO;116;-22,99277011;-45,5280604;Vítima;Masculino;24;13/10/1994;Parda;ESTUDANTE;HOMICÍDIO DOLOSO
DEINTER 1;SEC Taubaté;Taubaté;003 DP - Taubaté;1;1;130516;9;2019;29/09/2019;4185;2019;TAUBATE;DEL.SEC.TAUBATE PLANTÃO;DEL.SEC.TAUBATÉ;DEINTER 1 - SAO JOSE DOS CAMPOS;28/09/2019;21:45:00;Via pública;RUA JOSÉ BEATRIZ TERESA;135;-23,07484473;-45,5409301;Vítima;Masculino;22;11/06/1997;Branca;AJUDANTE;HOMICÍDIO DOLOSO
DEINTER 10;SEC Andradina;Mirandópolis;DM - Mirandópolis;1;1;50106;9;2019;29/09/2019;1354;2019;MIRANDOPOLIS;DEL.POL.MIRANDOPOLIS;DEL.SEC.ANDRADINA;DEINTER 10 - ARAÇATUBA;28/09/2019;A NOITE;Restaurante e afins;RUA RUA MATSUZAWA;246;-21,12520244;-51,1017486;Vítima;Masculino;30;21/07/1989;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 10;SEC Araçatuba;Araçatuba;003 DP - Araçatuba;1;1;50308;9;2019;09/09/2019;11946;2019;ARACATUBA;DEL.SEC.ARAÇATUBA PLANTÃO;DEL.SEC.ARACATUBA;DEINTER 10 - ARAÇATUBA;08/09/2019;22:59:00;Via pública;RUA JOSÉ MAURICIO DE SOUZA;1000;-21,20067434;-50,46280104;Vítima;Masculino;26;14/10/1992;Preta;AUXILIAR GERAL;HOMICÍDIO DOLOSO
DEINTER 10;SEC Araçatuba;Guararapes;DM - Guararapes;1;1;50215;9;2019;18/09/2019;1234;2019;GUARARAPES;DEL.POL.GUARARAPES;DEL.SEC.ARACATUBA;DEINTER 10 - ARAÇATUBA;18/09/2019;01:04:00;Via pública;RUA VENCESLAU BRAZ;860;-21,26325659;-50,64289113;Vítima;Masculino;36;02/01/1983;Branca;DESEMPREGADO;HOMICÍDIO DOLOSO
DEINTER 2;1ª Seccional Campinas;Campinas;003 DP - Campinas;1;1;70005;9;2019;11/09/2019;70;2019;CAMPINAS;01ª DEL. SEC. CAMPINAS - SHPP;DEL.SEC.1º CAMPINAS;DEINTER 2 - CAMPINAS;11/09/2019;EM HORA INCERTA;Area não ocupada;AVENIDA SOLDADO PASSARINHO;3628;-22,86844494;-47,11954296;Vítima;Masculino;28;19/10/1990;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 2;1ª Seccional Campinas;Campinas;003 DP - Campinas;1;1;70926;9;2019;04/09/2019;2472;2019;SUMARE;DEL.POL.PLANTÃO SUMARE;DEL.SEC.AMERICANA;DEINTER 9 - PIRACICABA;03/09/2019;22:30:00;Via pública;RUA CAMARGO PÍMENTEL;1620;-22,8233596;-47,16890281;Vítima;Masculino;18;16/04/2001;Branca;ESTUDANTE;HOMICÍDIO DOLOSO
DEINTER 2;1ª Seccional Campinas;Campinas;003 DP - Campinas;1;1;70010;9;2019;17/09/2019;10406;2019;CAMPINAS;PLANTÃO - 01 DP CAMPINAS;DEL.SEC.1º CAMPINAS;DEINTER 2 - CAMPINAS;17/09/2019;07:12:00;Via pública;AVENIDA LIX DA CUNHA;1;-22,8970107;-47,10777368;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 2;2ª Seccional Campinas;Campinas;002 DP - Campinas;1;1;70942;9;2019;20/09/2019;5537;2019;CAMPINAS;DEL.SEC.2ª CAMPINAS-PLANTÃO;DEL.SEC.2º CAMPINAS;DEINTER 2 - CAMPINAS;20/09/2019;DE MADRUGADA;Via pública;RODOVIA SP 073;1;-22,94026704;-47,07165014;Vítima;Masculino;20;04/11/1998;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 2;2ª Seccional Campinas;Campinas;008 DP - Campinas;1;1;70942;9;2019;17/09/2019;5492;2019;CAMPINAS;DEL.SEC.2ª CAMPINAS-PLANTÃO;DEL.SEC.2º CAMPINAS;DEINTER 2 - CAMPINAS;17/09/2019;22:07:00;Via pública;RUA QUATRO;150;-22,88811408;-47,1444864;Encontro de Cadáver;Masculino;34;17/09/1985;Parda;AJUDANTE;HOMICÍDIO DOLOSO
DEINTER 2;2ª Seccional Campinas;Campinas;011 DP - Campinas;1;1;70005;9;2019;03/09/2019;68;2019;CAMPINAS;01ª DEL. SEC. CAMPINAS - SHPP;DEL.SEC.1º CAMPINAS;DEINTER 2 - CAMPINAS;01/09/2019;23:32:00;Estrada de ferro;RUA CRESCÊNCIO DE GRECI;1;-22,92793671;-47,15807034;Vítima;Masculino;37;09/05/1982;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 2;2ª Seccional Campinas;Campinas;011 DP - Campinas;1;1;70942;9;2019;25/09/2019;5649;2019;CAMPINAS;DEL.SEC.2ª CAMPINAS-PLANTÃO;DEL.SEC.2º CAMPINAS;DEINTER 2 - CAMPINAS;24/09/2019;21:50:00;Comércio e serviços;AVENIDA ARMANDO MARIO TOZI;1;-22,95077399;-47,18727233;Vítima;Masculino;29;19/06/1990;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 2;SEC Bragança Paulista;Bragança Paulista;002 DP - Bragança Pta.;1;1;70929;9;2019;22/09/2019;5453;2019;BRAGANCA PAULISTA;DEL.SEC.BRAGANÇA PTA PLANTÃO;DEL.SEC.BRAGANÇA PAULISTA;DEINTER 2 - CAMPINAS;22/09/2019;17:30:00;Unidade rural;RUA SABINA;1;-22,95911742;-46,54482234;Vítima;Masculino;31;25/06/1988;Branca;MOTO-BOY;HOMICÍDIO DOLOSO
DEINTER 2;SEC Jundiaí;Jundiaí;003 DP - Jundiai;;1;70946;9;2019;30/09/2019;4247;2019;JUNDIAI;PLANTÃO - 01º D.P. JUNDIAI;DEL.SEC.JUNDIAI;DEINTER 2 - CAMPINAS;30/09/2019;01:50:00;Via pública;RUA BENEDITO BASÍLIO SOUZA FILHO;10;-23,17582767;-46,86960973;Vítima;Masculino;28;10/02/1991;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 2;SEC Jundiaí;Jundiaí;003 DP - Jundiai;1;1;70946;9;2019;30/09/2019;4247;2019;JUNDIAI;PLANTÃO - 01º D.P. JUNDIAI;DEL.SEC.JUNDIAI;DEINTER 2 - CAMPINAS;30/09/2019;01:50:00;Via pública;RUA BENEDITO BASÍLIO SOUZA FILHO;10;-23,17582767;-46,86960973;Autor/Vitima;Masculino;22;19/06/1997;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 2;SEC Jundiaí;Jundiaí;007 DP - Jundiai;1;1;70946;9;2019;02/09/2019;3844;2019;JUNDIAI;PLANTÃO - 01º D.P. JUNDIAI;DEL.SEC.JUNDIAI;DEINTER 2 - CAMPINAS;02/09/2019;16:08:00;Via pública;PRAÇA DA BANDEIRA;100;-23,18947228;-46,88878173;Vítima;Masculino;31;22/02/1988;Preta;DESEMPREGADO;HOMICÍDIO DOLOSO
DEINTER 2;SEC Mogi-Guaçu;Itapira;DM - Itapira;1;1;70313;9;2019;10/09/2019;2866;2019;ITAPIRA;DEL.POL.ITAPIRA;DEL.SEC.MOGI GUAÇU;DEINTER 2 - CAMPINAS;10/09/2019;00:39:00;Via pública;RUA BENEDITO LEITÃO;380;-22,44062976;-46,83053202;Vítima;Masculino;42;17/09/1976;Parda;MOTORISTA;HOMICÍDIO DOLOSO
DEINTER 2;SEC Mogi-Guaçu;Mogi Guaçu;002 DP - Mogi-Guaçu;1;1;70930;9;2019;03/09/2019;2217;2019;MOGI-GUACU;DEL.SEC.MOGI GUAÇU PLANTÃO;DEL.SEC.MOGI GUAÇU;DEINTER 2 - CAMPINAS;03/09/2019;22:00:00;Via pública;RUA LISBOA;57;-22,35886371;-46,94354418;Vítima;Masculino;46;27/12/1972;Preta;METALURGICO(A);HOMICÍDIO DOLOSO
DEINTER 3;SEC Araraquara;Itápolis;DM - Itápolis;1;1;100121;9;2019;05/09/2019;3001;2019;ITAPOLIS;DEL.POL.IBITINGA;DEL.SEC.ARARAQUARA;DEINTER 3 - RIBEIRAO PRETO;05/09/2019;19:08:00;Via pública;RUA JOAQUIM NABUCO;1281;-21,59739284;-48,8201287;Vítima;Feminino;19;24/08/2000;Parda;NAO INFORMADA;HOMICÍDIO DOLOSO
DEINTER 3;SEC Barretos;Barretos;003 DP - Barretos;1;1;100909;9;2019;21/09/2019;5572;2019;BARRETOS;DEL.SEC.BARRETOS PLANTÃO;DEL.SEC.BARRETOS;DEINTER 3 - RIBEIRAO PRETO;21/09/2019;08:00:00;Area não ocupada;AVENIDA SF- UM;1;-20,55307909;-48,59122867;Vítima;Masculino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 3;SEC Barretos;Guaíra;001 DP - Guaíra;1;1;100915;9;2019;27/09/2019;946;2019;GUAIRA;DEL.POL.PLANTÃO GUAIRA;DEL.SEC.BARRETOS;DEINTER 3 - RIBEIRAO PRETO;27/09/2019;03:40:00;Via pública;AVENIDA VINTE E TRÊS;1646;-20,31634783;-48,3170741;Vítima;Masculino;14;21/01/2005;Preta;ESTUDANTE;HOMICÍDIO DOLOSO
DEINTER 3;SEC Franca;Franca;001 DP - Franca;1;1;100910;9;2019;27/09/2019;5219;2019;FRANCA;DEL.SEC.FRANCA PLANTÃO;DEL.SEC.FRANCA;DEINTER 3 - RIBEIRAO PRETO;27/09/2019;DE MADRUGADA;Via pública;RUA SANTOS PEREIRA;164;-20,5323394;-47,39464999;Vítima;Masculino;40;03/05/1979;Preta;MECANICO(A);HOMICÍDIO DOLOSO
DEINTER 3;SEC Franca;Ituverava;001 DP - Ituverava;1;1;100924;9;2019;29/09/2019;272;2019;ITUVERAVA;DEL.POL.PLANTÃO ITUVERAVA;DEL.SEC.FRANCA;DEINTER 3 - RIBEIRAO PRETO;29/09/2019;01:15:00;Restaurante e afins;RUA ANDRÉ GOMES DO NASCIMENTO;634;-20,33850365;-47,77567979;Vítima;Masculino;22;27/12/1996;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 3;SEC Franca;Ituverava;001 DP - Ituverava;1;1;100308;9;2019;30/09/2019;1659;2019;ITUVERAVA;DEL.POL.ITUVERAVA;DEL.SEC.FRANCA;DEINTER 3 - RIBEIRAO PRETO;13/09/2019;08:30:00;Unidade rural;PRAÇA MONSENHOR JOÃO RULLI;1;-20,33878753;-47,77959831;Vítima;Masculino;64;23/05/1955;Branca;ENGENHEIRO CIVIL;HOMICÍDIO DOLOSO
DEINTER 3;SEC Ribeirão Preto;Jardinópolis;DM - Jardinópolis;1;1;100410;9;2019;15/09/2019;2004;2019;JARDINOPOLIS;DEL.POL.JARDINOPOLIS;DEL.SEC.RIBEIRAO PRETO;DEINTER 3 - RIBEIRAO PRETO;15/09/2019;19:30:00;Via pública;RUA PEDRO BRIGLIADORI;0;-21,01919824;-47,76638958;Vítima;Masculino;23;16/03/1996;Parda;PINTOR DE PAREDES;HOMICÍDIO DOLOSO
DEINTER 3;SEC Ribeirão Preto;Ribeirão Preto;002 DP - Ribeirão Preto;1;1;100919;9;2019;05/09/2019;19350;2019;RIBEIRAO PRETO;CPJ RIBEIRAO PRETO;DEL.SEC.RIBEIRAO PRETO;DEINTER 3 - RIBEIRAO PRETO;05/09/2019;21:00:00;Via pública;RUA PÔRTO FERREIRA;62;-21,14052606;-47,76942547;Vítima;Masculino;55;23/08/1963;Branca;GARÇON(ETE);HOMICÍDIO DOLOSO
DEINTER 3;SEC Ribeirão Preto;Ribeirão Preto;003 DP - Ribeirão Preto;1;1;100919;9;2019;03/09/2019;19166;2019;RIBEIRAO PRETO;CPJ RIBEIRAO PRETO;DEL.SEC.RIBEIRAO PRETO;DEINTER 3 - RIBEIRAO PRETO;03/09/2019;14:00:00;Rodovia/Estrada;RODOVIA SP 328 ALEXANDRE BALBO;330;-21,14743434;-47,88019749;Vítima;Masculino;54;03/04/1965;Branca;COMERCIANTE;HOMICÍDIO DOLOSO
DEINTER 3;SEC Ribeirão Preto;Ribeirão Preto;005 DP - Ribeirão Preto;;1;100919;9;2019;22/09/2019;20649;2019;RIBEIRAO PRETO;CPJ RIBEIRAO PRETO;DEL.SEC.RIBEIRAO PRETO;DEINTER 3 - RIBEIRAO PRETO;16/09/2019;EM HORA INCERTA;Area não ocupada;RUA CARAVELAS;0;-21,15291232;-47,81251287;Vítima;Masculino;25;28/07/1994;Parda;AJUDANTE DE PEDREIRO;HOMICÍDIO DOLOSO
DEINTER 3;SEC Ribeirão Preto;Ribeirão Preto;005 DP - Ribeirão Preto;1;1;100919;9;2019;22/09/2019;20649;2019;RIBEIRAO PRETO;CPJ RIBEIRAO PRETO;DEL.SEC.RIBEIRAO PRETO;DEINTER 3 - RIBEIRAO PRETO;16/09/2019;EM HORA INCERTA;Area não ocupada;RUA CARAVELAS;0;-21,15291232;-47,81251287;Vítima;Masculino;25;NULL;Branca;DESEMPREGADO;HOMICÍDIO DOLOSO
DEINTER 3;SEC Ribeirão Preto;Ribeirão Preto;006 DP - Ribeirão Preto;1;1;100001;9;2019;17/09/2019;414;2019;RIBEIRAO PRETO;DEL.INV.GER. RIBEIRAO PRETO;DEL.SEC.RIBEIRAO PRETO;DEINTER 3 - RIBEIRAO PRETO;10/09/2019;19:00:00;Via pública;AVENIDA PIO XII;100;-21,18936566;-47,82738548;Vítima;Feminino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 3;SEC São Carlos;Descalvado;DM - Descalvado;1;1;100525;9;2019;24/09/2019;626;2019;DESCALVADO;DEL.POL.PLANTÃO PORTO FERREIRA;DEL.SEC.SAO CARLOS;DEINTER 3 - RIBEIRAO PRETO;21/09/2019;20:30:00;Via pública;AVENIDA ANTONIO GARBUIO;999;-21,86752983;-47,53305655;Vítima;Feminino;29;08/02/1990;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 3;SEC São Carlos;São Carlos;001 DP - São Carlos;1;1;100911;9;2019;01/09/2019;1973;2019;S.CARLOS;DEL.SEC.SÃO CARLOS PLANTÃO;DEL.SEC.SAO CARLOS;DEINTER 3 - RIBEIRAO PRETO;01/09/2019;14:30:00;Unidade rural;ESTRADA BABILONIA;10;-22,00621284;-47,85675646;Vítima;Masculino;42;20/04/1977;Branca;MONTADOR(A);HOMICÍDIO DOLOSO
DEINTER 3;SEC São Carlos;São Carlos;002 DP - São Carlos;1;1;100911;9;2019;15/09/2019;2083;2019;S.CARLOS;DEL.SEC.SÃO CARLOS PLANTÃO;DEL.SEC.SAO CARLOS;DEINTER 3 - RIBEIRAO PRETO;15/09/2019;A TARDE;Rodovia/Estrada;RODOVIA SP 215;150;-22,06342587;-47,88494735;Vítima;Masculino;26;02/09/1993;Branca;AUTONOMO(A);HOMICÍDIO DOLOSO
DEINTER 4;SEC Bauru;Bauru;004 DP - Bauru;1;1;60404;9;2019;18/09/2019;21617;2019;BAURU;CPJ BAURU;DEL.SEC.BAURU;DEINTER 4 - BAURU;18/09/2019;20:15:00;Via pública;RUA MANOEL H SILVA;0;-22,35150321;-49,04391307;Vítima;Masculino;25;16/05/1994;Parda;NULL;HOMICÍDIO DOLOSO
